Hospital Name,Overall rating
MARGARET R PARDEE MEMORIAL HOSPITAL,4.0
MARGARETVILLE MEMORIAL HOSPITAL,
MARIA PARHAM MEDICAL CENTER,2.0
MARIAN REGIONAL MEDICAL CENTER,3.0
MARIAS MEDICAL CENTER,
MARICOPA MEDICAL CENTER,2.0
MARIETTA MEMORIAL HOSPITAL,2.0
MARIN GENERAL HOSPITAL,3.0
MARINA DEL REY HOSPITAL,4.0
MARINERS HOSPITAL,4.0
MARION GENERAL HOSPITAL,3.3333333333333335
MARION REGIONAL MEDICAL CENTER,5.0
MARK TWAIN MEDICAL CENTER,3.0
MARLBOROUGH HOSPITAL,3.0
MARLETTE REGIONAL HOSPITAL,4.0
MARSHALL BROWNING HOSPITAL,4.0
MARSHALL COUNTY HEALTHCARE CENTER - CAH,
MARSHALL COUNTY HOSPITAL,3.0
MARSHALL MEDICAL CENTER,4.0
MARSHALL MEDICAL CENTER SOUTH,3.0
MARTHA JEFFERSON HOSPITAL,3.0
MARTHA'S VINEYARD HOSPITAL INC,4.0
MARTIN COUNTY HOSPITAL DISTRICT,
MARTIN GENERAL HOSPITAL,2.0
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",
MARTIN MEDICAL CENTER,2.0
MARY BLACK HEALTH SYSTEM GAFFNEY,2.0
MARY BLACK HEALTH SYSTEM SPARTANBURG,3.0
MARY BRECKINRIDGE ARH HOSPITAL,
MARY BRIDGE CHILDREN'S HOSPITAL,
MARY GREELEY MEDICAL CENTER,3.0
MARY HITCHCOCK MEMORIAL HOSPITAL,3.0
MARY HURLEY HOSPITAL,
MARY IMMACULATE HOSPITAL,3.0
MARY IMOGENE BASSETT HOSPITAL,2.0
MARY LANNING HEALTHCARE,3.0
MARY RUTAN HOSPITAL,3.0
"MARY WASHINGTON HOSPITAL, INC",2.0
MARYMOUNT HOSPITAL,4.0
MASON DISTRICT HOSPITAL,3.0
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,3.0
MASONICARE HEALTH CENTER,3.0
MASSAC MEMORIAL HOSPITAL,4.0
MASSACHUSETTS EYE AND EAR INFIRMARY,
MASSACHUSETTS GENERAL HOSPITAL,4.0
MASSENA MEMORIAL HOSPITAL,2.0
MAT-SU REGIONAL MEDICAL CENTER,3.0
MATAGORDA REGIONAL MEDICAL CENTER,3.0
MAUI MEMORIAL MEDICAL CENTER,3.0
MAURY REGIONAL HOSPITAL,4.0
MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,
MAYERS MEMORIAL HOSPITAL,
MAYHILL HOSPITAL,
MAYO CLINIC,4.0
MAYO CLINIC HEALTH SYSTEM  CHIPPEWA VALLEY,
MAYO CLINIC HEALTH SYSTEM  NORTHLAND,3.0
MAYO CLINIC HEALTH SYSTEM  RED CEDAR,4.0
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,4.0
MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,3.0
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,3.0
MAYO CLINIC HEALTH SYSTEM - LAKE CITY,
MAYO CLINIC HEALTH SYSTEM - MANKATO,3.0
MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE,4.0
MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD,
MAYO CLINIC HEALTH SYSTEM - ST JAMES,
MAYO CLINIC HEALTH SYSTEM - WASECA,
MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,5.0
MAYO CLINIC HEALTH SYSTEM IN RED WING,4.0
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",3.0
MAYO CLINIC HEALTH SYSTEM OAKRIDGE,
MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,4.0
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,
MAYO CLINIC HOSPITAL,5.0
MAYO CLINIC HOSPITAL ROCHESTER,5.0
MAYO REGIONAL HOSPITAL,3.0
MC DONOUGH DISTRICT HOSPITAL,3.0
MCALESTER REGIONAL HEALTH CENTER AUTHORITY,2.0
MCBRIDE ORTHOPEDIC HOSPITAL,5.0
MCCAMEY HOSPITAL,
MCCONE COUNTY HEALTH CENTER,
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,3.0
MCCURTAIN MEMORIAL HOSPITAL,3.0
MCDOWELL ARH HOSPITAL,
MCGEHEE HOSPITAL,3.0
MCKAY DEE HOSPITAL,3.0
MCKEE MEDICAL CENTER,3.0
MCKENZIE COUNTY HEALTHCARE SYSTEMS,
MCKENZIE HEALTH SYSTEM,3.0
MCKENZIE REGIONAL HOSPITAL,3.0
MCKENZIE-WILLAMETTE MEDICAL CENTER,3.0
MCLAREN - NORTHERN MICHIGAN,5.0
MCLAREN BAY REGION,3.0
MCLAREN CENTRAL MICHIGAN,4.0
MCLAREN FLINT,2.0
MCLAREN GREATER LANSING,3.0
MCLAREN LAPEER REGION,3.0
MCLAREN MACOMB,2.0
MCLAREN OAKLAND,2.0
MCLAREN PORT HURON,2.0
MCLEOD HEALTH CHERAW,
MCLEOD HEALTH CLARENDON,
MCLEOD LORIS  HOSPITAL,3.0
MCLEOD MEDICAL CENTER - DARLINGTON,
MCLEOD MEDICAL CENTER - DILLON,4.0
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,4.0
MCPHERSON HOSPITAL INC,3.0
MEADE DISTRICT HOSPITAL,
MEADOWLANDS HOSPITAL MEDICAL CENTER,2.0
MEADOWS REGIONAL MEDICAL CENTER,3.0
MEADOWVIEW REGIONAL MEDICAL CENTER,3.0
MEADVILLE MEDICAL CENTER,2.0
MEASE COUNTRYSIDE HOSPITAL,4.0
MEASE DUNEDIN HOSPITAL,4.0
MEDICAL ARTS HOSPITAL,
MEDICAL CENTER AT ELIZABETH PLACE,
MEDICAL CENTER BARBOUR,3.0
MEDICAL CENTER ENTERPRISE,3.0
MEDICAL CENTER HOSPITAL,2.0
MEDICAL CENTER OF ARLINGTON,3.0
"MEDICAL CENTER OF AURORA, THE",4.0
MEDICAL CENTER OF LEWISVILLE,3.0
MEDICAL CENTER OF MCKINNEY,3.0
"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",3.0
MEDICAL CENTER OF PLANO,3.0
MEDICAL CENTER OF THE ROCKIES,4.0
MEDICAL CENTER OF TRINITY,3.0
MEDICAL CENTER SOUTH ARKANSAS,3.0
"MEDICAL CENTER, NAVICENT HEALTH (THE)",2.0
MEDICAL CITY ALLIANCE,
MEDICAL CITY DALLAS HOSPITAL,3.0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,3.0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",3.0
MEDICINE LODGE MEMORIAL HOSPITAL,
MEDINA HOSPITAL,4.0
MEDINA MEMORIAL HOSPITAL,2.0
MEDINA REGIONAL HOSPITAL,4.0
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,1.0
MEDSTAR GOOD SAMARITAN HOSPITAL,
MEDSTAR HARBOR HOSPITAL,
MEDSTAR MONTGOMERY MEDICAL CENTER,
MEDSTAR SAINT MARY'S HOSPITAL,
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,
MEDSTAR UNION MEMORIAL HOSPITAL,
MEDSTAR WASHINGTON HOSPITAL CENTER,2.0
MEEKER MEMORIAL HOSPITAL,
MELISSA MEMORIAL HOSPITAL,
MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,3.0
MEMORIAL HEALTH CARE SYSTEMS,3.0
"MEMORIAL HEALTH UNIV MED CEN, INC",2.0
MEMORIAL HEALTHCARE,2.0
"MEMORIAL HEALTHCARE SYSTEM, INC",4.0
MEMORIAL HERMANN HOSPITAL SYSTEM,5.0
MEMORIAL HERMANN KATY HOSPITAL,4.0
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,5.0
MEMORIAL HERMANN NORTHEAST,4.0
MEMORIAL HERMANN SUGAR LAND HOSPITAL,4.0
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,
MEMORIAL HERMANN TEXAS MEDICAL CENTER,2.0
MEMORIAL HOSPITAL,3.25
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,5.0
MEMORIAL HOSPITAL AND MANOR,3.0
MEMORIAL HOSPITAL AT GULFPORT,2.0
MEMORIAL HOSPITAL JACKSONVILLE,3.0
MEMORIAL HOSPITAL LOS BANOS,3.0
MEMORIAL HOSPITAL MIRAMAR,4.0
MEMORIAL HOSPITAL OF CARBON COUNTY,
MEMORIAL HOSPITAL OF CARBONDALE,3.0
MEMORIAL HOSPITAL OF CONVERSE COUNTY,3.0
MEMORIAL HOSPITAL OF GARDENA,3.0
MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,3.0
MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,2.0
MEMORIAL HOSPITAL OF RHODE ISLAND,3.0
MEMORIAL HOSPITAL OF SALEM COUNTY,3.0
MEMORIAL HOSPITAL OF SOUTH BEND,4.0
MEMORIAL HOSPITAL OF TAMPA,3.0
MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,3.0
MEMORIAL HOSPITAL PEMBROKE,4.0
MEMORIAL HOSPITAL SWEETWATER COUNTY,2.0
MEMORIAL HOSPITAL WEST,3.0
"MEMORIAL HOSPITAL, THE",3.0
MEMORIAL MEDICAL CENTER,2.6666666666666665
MEMORIAL MEDICAL CENTER LIVINGSTON,3.0
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,4.0
MEMORIAL REGIONAL HOSPITAL,3.0
MENA REGIONAL HEALTH SYSTEM,3.0
MENDOCINO COAST DISTRICT HOSPITAL,3.0
MENIFEE VALLEY MEDICAL CENTER,2.0
MENLO PARK SURGICAL HOSPITAL,
MENNONITE GENERAL HOSPITAL INC,
MENORAH MEDICAL CENTER,3.0
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,4.0
MERCY ALLEN HOSPITAL,4.0
MERCY FITZGERALD HOSPITAL,2.0
MERCY GENERAL HOSPITAL,3.0
MERCY GILBERT MEDICAL CENTER,4.0
MERCY HARVARD HOSPITAL,4.0
MERCY HEALTH - WEST HOSPITAL,4.0
MERCY HEALTH LAKESHORE CAMPUS,
MERCY HEALTH LOVE COUNTY,
MERCY HEALTH MUSKEGON,4.0
MERCY HEALTH SYSTEM CORP,3.0
MERCY HOSPITAL,3.75
MERCY HOSPITAL ADA,3.0
MERCY HOSPITAL AND MEDICAL CENTER,2.0
MERCY HOSPITAL ANDERSON,4.0
"MERCY HOSPITAL ARDMORE, INC",3.0
MERCY HOSPITAL AURORA,
MERCY HOSPITAL BERRYVILLE,3.0
MERCY HOSPITAL BOONEVILLE,
MERCY HOSPITAL CARTHAGE,4.0
MERCY HOSPITAL CASSVILLE,
MERCY HOSPITAL CLERMONT,4.0
MERCY HOSPITAL COLUMBUS,
MERCY HOSPITAL EL RENO,3.0
MERCY HOSPITAL FAIRFIELD,4.0
MERCY HOSPITAL FORT SMITH,3.0
"MERCY HOSPITAL HEALDTON, INC.",
MERCY HOSPITAL JEFFERSON,3.0
MERCY HOSPITAL JOPLIN,3.0
"MERCY HOSPITAL KINGFISHER, INC",4.0
MERCY HOSPITAL LEBANON,3.0
MERCY HOSPITAL LINCOLN,3.0
"MERCY HOSPITAL LOGAN COUNTY, INC",4.0
MERCY HOSPITAL NORTHWEST ARKANSAS,4.0
MERCY HOSPITAL OF BUFFALO,2.0
MERCY HOSPITAL OF DEFIANCE,4.0
MERCY HOSPITAL OF FOLSOM,2.0
MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,3.0
MERCY HOSPITAL OF VALLEY CITY,
"MERCY HOSPITAL OKLAHOMA CITY, INC",3.0
MERCY HOSPITAL SPRINGFIELD,3.0
MERCY HOSPITAL ST LOUIS,4.0
MERCY HOSPITAL TISHOMINGO INC,3.0
MERCY HOSPITAL TURNER MEMORIAL,
MERCY HOSPITAL WALDRON,
MERCY HOSPITAL WASHINGTON,4.0
"MERCY HOSPITAL WATONGA, INC",
"MERCY HOSPITAL, INC",3.0
MERCY HOSPITAL-FORT SCOTT,3.0
MERCY MEDICAL CENTER,2.25
MERCY MEDICAL CENTER - CEDAR RAPIDS,4.0
MERCY MEDICAL CENTER INC,
MERCY MEDICAL CENTER MT SHASTA,3.0
MERCY MEDICAL CENTER OF OSHKOSH,4.0
MERCY MEDICAL CENTER REDDING,3.0
MERCY MEDICAL CENTER-CENTERVILLE,4.0
MERCY MEDICAL CENTER-CLINTON,2.0
MERCY MEDICAL CENTER-DES MOINES,3.0
MERCY MEDICAL CENTER-DUBUQUE,4.0
MERCY MEDICAL CENTER-DYERSVILLE,
MERCY MEDICAL CENTER-NEW HAMPTON,3.0
MERCY MEDICAL CENTER-NORTH IOWA,3.0
MERCY MEDICAL CENTER-SIOUX CITY,3.0
MERCY MEDICAL CTR,3.0
MERCY MEMORIAL HOSPITAL,3.0
MERCY REGIONAL MEDICAL CENTER,4.333333333333333
MERCY SAN JUAN MEDICAL CENTER,2.0
MERCY ST ANNE HOSPITAL,5.0
MERCY ST CHARLES HOSPITAL,4.0
MERCY ST FRANCIS HOSPITAL,
MERCY ST VINCENT MEDICAL CENTER,2.0
MERCY TIFFIN HOSPITAL,4.0
MERCY WALWORTH HOSPITAL & MEDICAL CENTER,3.0
MERCY WILLARD HOSPITAL,4.0
MERIT HEALTH BATESVILLE,3.0
MERIT HEALTH BILOXI,2.0
MERIT HEALTH CENTRAL,2.0
MERIT HEALTH GILMORE MEMORIAL,3.0
MERIT HEALTH MADISON,3.0
MERIT HEALTH NATCHEZ,2.0
MERIT HEALTH RANKIN,2.0
MERIT HEALTH RIVER OAKS,3.0
MERIT HEALTH RIVER REGION,2.0
MERIT HEALTH WESLEY,3.0
MERIT HEALTH WOMEN'S HOSPITAL,
MERITUS MEDICAL CENTER,
MESA VIEW REGIONAL HOSPITAL,3.0
MESCALERO PHS INDIAN HOSPITAL,
METHODIST AMBULATORY SURGERY HOSPITAL NW,
METHODIST CHARLTON MEDICAL CENTER,3.0
METHODIST DALLAS MEDICAL CENTER,3.0
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4.0
METHODIST HEALTHCARE MEMPHIS HOSPITALS,2.0
METHODIST HOSPITAL,3.6666666666666665
METHODIST HOSPITAL FOR SURGERY,4.0
METHODIST HOSPITAL OF CHICAGO,3.0
METHODIST HOSPITAL OF SACRAMENTO,2.0
METHODIST HOSPITAL OF SOUTHERN CA,5.0
METHODIST HOSPITAL UNION COUNTY,3.0
METHODIST HOSPITALS INC,3.0
METHODIST JENNIE EDMUNDSON,4.0
METHODIST MANSFIELD MEDICAL CENTER,3.0
METHODIST MCKINNEY HOSPITAL,4.0
METHODIST MEDICAL CENTER OF ILLINOIS,4.0
METHODIST MEDICAL CENTER OF OAK RIDGE,3.0
METHODIST RICHARDSON MEDICAL CENTER,4.0
METHODIST STONE OAK HOSPITAL,5.0
METRO HEALTH HOSPITAL,4.0
METRO NASHVILLE GENERAL HOSPITAL,2.0
METRO-EAST SERVICES INC,
METROHEALTH SYSTEM,2.0
METROPLEX HOSPITAL,3.0
METROPOLITAN HOSPITAL,
METROPOLITAN HOSPITAL CENTER,2.0
METROSOUTH MEDICAL CENTER,2.0
METROWEST MEDICAL CENTER,3.0
MEYERSDALE MEDICAL CENTER,3.0
MIAMI COUNTY MEDICAL CENTER,4.0
"MIAMI MEDICAL CENTER, THE",
MIAMI VALLEY HOSPITAL,4.0
MID COAST HOSPITAL,3.0
MID VALLEY HOSPITAL,2.0
MID-COLUMBIA MEDICAL CENTER,3.0
MIDDLE PARK MEDICAL CENTER,
MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3.0
MIDDLESEX HOSPITAL,3.0
MIDLAND MEMORIAL HOSPITAL,3.0
MIDMICHIGAN MEDICAL CENTER - ALPENA,4.0
MIDMICHIGAN MEDICAL CENTER-CLARE,3.0
MIDMICHIGAN MEDICAL CENTER-GLADWIN,4.0
MIDMICHIGAN MEDICAL CENTER-GRATIOT,3.0
MIDMICHIGAN MEDICAL CENTER-MIDLAND,4.0
MIDSTATE MEDICAL CENTER,3.0
MIDTOWN MEDICAL CENTER,2.0
MIDWEST MEDICAL CENTER,
MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,
MIDWEST SURGICAL HOSPITAL LLC,
MIDWESTERN REGION MED CENTER,4.0
MILAN GENERAL HOSPITAL,4.0
MILBANK AREA HOSPITAL/AVERA HEALTH,
MILE BLUFF MEDICAL CENTER,3.0
"MILFORD HOSPITAL, INC",3.0
MILFORD REGIONAL MEDICAL CENTER,3.0
MILFORD VALLEY MEMORIAL HOSPITAL,
MILLCREEK COMMUNITY HOSPITAL,3.0
MILLE LACS HEALTH SYSTEM,3.0
MILLER CHILDREN'S HOSPITAL,
MILLER COUNTY HOSPITAL,3.0
MILLINOCKET REGIONAL HOSPITAL,4.0
MILLS-PENINSULA MEDICAL CENTER,4.0
MILTON S HERSHEY MEDICAL CENTER,3.0
MIMBRES MEMORIAL HOSPITAL,2.0
MINDEN MEDICAL CENTER,4.0
MINERAL COMMUNITY HOSPITAL,
MINERS' COLFAX MEDICAL CENTER,3.0
MINIDOKA MEMORIAL HOSPITAL,
MINIMALLY INVASIVE SURGERY HOSPITAL,
MINISTRY DOOR COUNTY MEDICAL CENTER,4.0
MINISTRY EAGLE RIVER MEMORIAL HOSPITAL,4.0
MINISTRY SACRED HEART HOSPITAL,3.0
MINISTRY SAINT JOSEPHS HOSPITAL,2.0
MINISTRY SAINT MARYS HOSPITAL,3.0
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,4.0
MINNEOLA DISTRICT HOSPITAL NBR 2,
MINNESOTA VALLEY HEALTH CENTER  INC,
MINNIE HAMILTON HEALTH SYSTEM,3.0
MIRACLE MILE MEDICAL CENTER,
MISSION COMMUNITY HOSPITAL,3.0
MISSION HOSPITAL REGIONAL MED CENTER,3.0
MISSION REGIONAL MEDICAL CENTER,4.0
MISSISSIPPI BAPTIST MEDICAL CENTER,3.0
MISSISSIPPI METHODIST REHAB CTR,
MISSOURI BAPTIST MEDICAL CENTER,3.0
MISSOURI BAPTIST SULLIVAN HOSPITAL,4.0
MISSOURI DELTA MEDICAL CENTER,3.0
MISSOURI RIVER MEDICAL CENTER,
MITCHELL COUNTY HOSPITAL,
MITCHELL COUNTY HOSPITAL DISTRICT,3.0
MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,3.0
MITCHELL COUNTY REGIONAL HEALTH,
MIZELL MEMORIAL HOSPITAL,2.0
MOAB REGIONAL HOSPITAL,3.0
MOBERLY REGIONAL MEDICAL CENTER,2.0
MOBILE INFIRMARY MEDICAL CENTER,2.0
MOBRIDGE REGIONAL HOSPITAL - CAH,3.0
MODOC MEDICAL CENTER,
MOLOKAI GENERAL HOSPITAL,
MONADNOCK COMMUNITY HOSPITAL,4.0
MONMOUTH MEDICAL CENTER,4.0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,3.0
MONONGAHELA VALLEY HOSPITAL,3.0
MONONGALIA COUNTY GENERAL HOSPITAL,3.0
MONROE COMMUNITY HOSPITAL,
MONROE COUNTY HOSPITAL,3.0
MONROE COUNTY MEDICAL CENTER,2.0
MONROE HOSPITAL,
MONROE SURGICAL HOSPITAL,
MONTCLAIR HOSPITAL MEDICAL CENTER,3.0
MONTEFIORE MEDICAL CENTER,1.0
MONTEFIORE MOUNT VERNON HOSPITAL,2.0
MONTEFIORE NEW ROCHELLE HOSPITAL,2.0
MONTEREY PARK HOSPITAL,2.0
MONTGOMERY COUNTY MEMORIAL HOSPITAL,4.0
"MONTGOMERY GENERAL HOSPITAL, INC",
MONTROSE MEMORIAL HOSPITAL,4.0
MOREHEAD MEMORIAL HOSPITAL,3.0
MOREHOUSE GENERAL HOSPITAL,2.0
MORGAN COUNTY ARH HOSPITAL,
MORGAN MEMORIAL HOSPITAL,
MORRILL COUNTY COMMUNITY HOSPITAL,
MORRIS COUNTY HOSPITAL,
MORRIS HOSPITAL & HEALTHCARE CENTERS,4.0
MORRISON COMMUNITY HOSPITAL,
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,2.0
MORRISTOWN MEDICAL CENTER,4.0
MORROW COUNTY HOSPITAL,4.0
MORTON COUNTY HOSPITAL,3.0
MORTON GENERAL HOSPITAL,
MORTON HOSPITAL,2.0
MORTON PLANT HOSPITAL,3.0
MORTON PLANT NORTH BAY HOSPITAL,3.0
MOSAIC LIFE CARE AT ST JOSEPH,5.0
"MOSES H CONE MEMORIAL HOSPITAL, THE",4.0
MOSES TAYLOR HOSPITAL,1.0
MOSES-LUDINGTON HOSPITAL,
MOTHER FRANCES HOSPITAL,4.0
MOTHER FRANCES HOSPITAL JACKSONVILLE,
MOTHER FRANCES HOSPITAL- WINNSBORO,
MOTION PICTURE & TELEVISION HOSPITAL,
MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,4.0
MOUNT AUBURN HOSPITAL,3.0
MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,
MOUNT CARMEL ST ANN'S,3.0
MOUNT CARMEL WEST,2.0
MOUNT DESERT ISLAND HOSPITAL,4.0
MOUNT GRANT GENERAL HOSPITAL,3.0
MOUNT NITTANY MEDICAL CENTER,4.0
MOUNT PLEASANT HOSPITAL,4.0
MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,2.0
MOUNT SINAI HOSPITAL,3.0
MOUNT SINAI MEDICAL CENTER,3.0
MOUNT SINAI WEST,2.0
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,3.0
MOUNT WASHINGTON PEDIATRIC HOSPITAL,
MOUNTAIN LAKES MEDICAL CENTER,
MOUNTAIN VIEW HOSPITAL,3.0
MOUNTAIN VIEW REGIONAL HOSPITAL,
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,3.0
"MOUNTAIN VISTA MEDICAL CENTER, LP",1.0
MOUNTAIN WEST MEDICAL CENTER,3.0
MOUNTAIN'S EDGE HOSPITAL,
MOUNTAINS COMMUNITY HOSPITAL,
MOUNTAINVIEW HOSPITAL,2.0
MOUNTAINVIEW MEDICAL CENTER,
MOUNTRAIL COUNTY MEDICAL CENTER,
MT ASCUTNEY HOSPITAL,
MT EDGECUMBE HOSPITAL,
MT SAN RAFAEL HOSPITAL,
MT SINAI HOSPITAL MEDICAL CENTER,2.0
MT. GRAHAM REGIONAL MEDICAL CENTER,3.0
MUENSTER MEMORIAL HOSPITAL,
MULESHOE AREA MEDICAL CENTER,
MULTICARE AUBURN MEDICAL CENTER,2.0
MULTICARE GOOD SAMARITAN HOSPITAL,3.0
MUNCY VALLEY HOSPITAL,4.0
MUNICIPAL HOSPITAL AND GRANITE MANOR,3.0
MUNISING MEMORIAL HOSPITAL,
MUNROE REGIONAL MEDICAL CENTER,2.0
MUNSON HEALTHCARE CADILLAC HOSPITAL,3.0
MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,3.0
MUNSON HEALTHCARE GRAYLING HOSPITAL,4.0
MUNSON MEDICAL CENTER,4.0
MURPHY MEDICAL CENTER INC,3.0
MURRAY COUNTY MEMORIAL HOSPITAL,
MURRAY MEDICAL CENTER,3.0
MURRAY-CALLOWAY COUNTY HOSPITAL,3.0
MUSC MEDICAL CENTER,2.0
MUSCOGEE (CREEK) NATION MEDICAL CENTER,2.0
MYRTUE MEDICAL CENTER,3.0
N Y EYE AND EAR INFIRMARY,
NACOGDOCHES MEDICAL CENTER,3.0
NANTICOKE MEMORIAL HOSPITAL,4.0
NANTUCKET COTTAGE HOSPITAL,
NAPLES COMMUNITY HOSPITAL,3.0
NASH GENERAL HOSPITAL,2.0
NASHOBA VALLEY MEDICAL CENTER,3.0
NASON HOSPITAL,3.0
NASSAU UNIVERSITY MEDICAL CENTER,1.0
NATCHITOCHES REGIONAL MEDICAL CENTER,4.0
NATHAN LITTAUER HOSPITAL,3.0
NATIONAL JEWISH HEALTH,
NATIONAL PARK MEDICAL CENTER,2.0
NATIONWIDE CHILDREN'S HOSPITAL,
NATIVIDAD MEDICAL CENTER,3.0
NAVARRO REGIONAL HOSPITAL,2.0
NAZARETH HOSPITAL,3.0
NEA BAPTIST MEMORIAL HOSPITAL,3.0
NEBRASKA ORTHOPAEDIC HOSPITAL,5.0
"NEBRASKA SPINE HOSPITAL, LLC",
NELL J REDFIELD MEMORIAL HOSPITAL,
NELSON COUNTY HEALTH SYSTEM,
NEMAHA COUNTY HOSPITAL,
NEMAHA VALLEY COMMUNITY HOSPITAL,
NEMOURS CHILDREN'S HOSPITAL,
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,3.0
NESHOBA COUNTY GENERAL HOSPITAL,3.0
NESS COUNTY HOSPITAL DISTRICT #2,
NEVADA REGIONAL MEDICAL CENTER,3.0
NEW ENGLAND BAPTIST HOSPITAL,5.0
NEW HANOVER REGIONAL MEDICAL CENTER,3.0
NEW LONDON HOSPITAL,3.0
NEW ORLEANS EAST HOSPITAL,
NEW ULM MEDICAL CENTER,4.0
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",3.0
NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,1.0
NEW YORK-PRESBYTERIAN HOSPITAL,4.0
NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,2.0
NEW YORK-PRESBYTERIAN/QUEENS,2.0
NEWARK BETH ISRAEL MEDICAL CENTER,1.0
NEWARK-WAYNE COMMUNITY HOSPITAL,2.0
NEWBERRY COUNTY MEMORIAL HOSPITAL,4.0
NEWMAN MEMORIAL HOSPITAL,
NEWMAN REGIONAL HEALTH,3.0
NEWPORT COMMUNITY HOSPITAL,
NEWPORT HOSPITAL,4.0
NEWTON MEDICAL CENTER,3.5
NEWTON-WELLESLEY HOSPITAL,4.0
NIAGARA FALLS MEMORIAL MEDICAL CENTER,2.0
NICHOLAS H NOYES MEMORIAL HOSPITAL,3.0
NICKLAUS CHILDREN'S HOSPITAL,
NIOBRARA HEALTH & LIFE CENTER,
NIOBRARA VALLEY HOSPITAL,
NIX COMMUNITY GENERAL HOSPITAL,
NIX HEALTH CARE SYSTEM,3.0
NOBLE HOSPITAL,4.0
NOCONA GENERAL HOSPITAL,3.0
NOR-LEA HOSPITAL DISTRICT,3.0
NORMAN REGIONAL HEALTH SYSTEM,4.0
NORTH ALABAMA SPECIALITY HOSPITAL,
NORTH ARKANSAS REGIONAL MEDICAL CENTER,3.0
NORTH AUSTIN MEDICAL CENTER,4.0
NORTH BALDWIN INFIRMARY,2.0
NORTH BIG HORN HOSPITAL DISTRICT,
NORTH CADDO MEDICAL CENTER,3.0
NORTH CANYON MEDICAL CENTER,4.0
NORTH CAROLINA BAPTIST HOSPITAL,3.0
NORTH CAROLINA SPECIALTY HOSPITAL,
NORTH CENTRAL BRONX HOSPITAL,2.0
NORTH CENTRAL SURGICAL CENTER LLP,
NORTH COLORADO MEDICAL CENTER,4.0
NORTH COUNTRY HOSPITAL AND HEALTH CENTER,3.0
NORTH CYPRESS MEDICAL CENTER,3.0
NORTH FLORIDA REGIONAL MEDICAL CENTER,3.0
NORTH HAWAII COMMUNITY HOSPITAL,3.0
NORTH HILLS HOSPITAL,4.0
NORTH KANSAS CITY HOSPITAL,4.0
NORTH LOGAN MERCY HOSPITAL,
NORTH MEMORIAL MEDICAL CENTER,3.0
NORTH METRO MEDICAL CENTER,2.0
NORTH MISSISSIPPI MEDICAL CENTER,3.0
NORTH OAK REGIONAL MEDICAL CENTER,3.0
"NORTH OAKS MEDICAL CENTER, L L C",3.0
